category,question,answer,source
상품예약 및 결제,신한카드는 무이자 할부 혜택이 있나요?,아니요.,액티벤처:90422
상품예약 및 결제,공항 픽업 서비스는 어떻게 진행되나요?,같은 항공편 손님과 조인,액티벤처:90433
상품예약 및 결제,체크인 15일 이전에 취소하면 호텔 패널티 없이 취소할 수 있어?,응.,액티벤처:90431
상품예약 및 결제,호텔 간 이동 픽업 서비스는 어떻게 이용할 수 있나요?,$25 추가 결제,액티벤처:90435
상품예약 및 결제,비수기 시즌 예약은 체크인 15일 이전에 취소가 가능한가요?,네.,액티벤처:90435
상품예약 및 결제,비수기 시즌에 체크인 15일 전에 취소하면 호텔 패널티 없이 취소 가능해?,응.,액티벤처:90439
상품예약 및 결제,예약에 필요한 정보를 누구에게 전달해야 하나요?,이메일로 전송,액티벤처:90438
상품예약 및 결제,객실 업그레이드는 어떻게 할 수 있나요?,실시간 확인 필요,액티벤처:90438
상품예약 및 결제,디럭스 오션뷰 객실을 예약할 수 있나요?,아니요.,액티벤처:90438
상품예약 및 결제,카드 무이자 할부를 제공하는 카드사는 뭐야?,"현대, 삼성, 국민",액티벤처:90435
상품예약 및 결제,객실 배정 요청사항이 100% 보장되나요?,아니요.,액티벤처:90440
요금 및 견적,공항 픽업 서비스는 어떻게 제공되나요?,3박 이상 예약 시 1회 무료,액티벤처:90436
요금 및 견적,레이트 체크아웃이 18시 이후에도 가능한가요?,아니요.,액티벤처:90436
상품예약 및 결제,호텔 결제는 어떻게 할 수 있어?,원화로 카드 결제,액티벤처:90439
상품예약 및 결제,공항 픽업은 어떻게 진행되나요?,편명 맞춤 픽업,액티벤처:90441
상품예약 및 결제,공항 픽업 서비스가 모든 예약에 무료로 제공되나요?,아니요.,액티벤처:90442
상품예약 및 결제,호텔 예약 결제는 어떻게 할 수 있나요?,원화 또는 외화 입금,액티벤처:90443
상품예약 및 결제,호텔 예약이 가능한가요?,네.,액티벤처:90441
요금 및 견적,공항 픽업 차량은 어떻게 이용할 수 있나요?,3박 이상 무료,액티벤처:90445
상품예약 및 결제,비수기 시즌에 체크인 15일 전 취소 시 호텔 패널티가 없나요?,네.,액티벤처:90443
상품예약 및 결제,공항 픽업 서비스를 무료로 제공받을 수 있는 사람은 누구야?,3박 이상 예약자,액티벤처:90451
요금 및 견적,공항 픽업 차량은 개인 전용 차량인가요?,아니요.,액티벤처:90445
상품예약 및 결제,호텔 예약 시 조식이 포함되어 있나요?,네.,액티벤처:90446
요금 및 견적,공항 픽업 서비스는 어떻게 이용할 수 있나요?,3박 이상 예약 시 무료,액티벤처:90437
상품예약 및 결제,3박 이상 예약하면 공항 픽업 서비스를 받을 수 있나요?,네.,액티벤처:90448
상품예약 및 결제,조식은 전원에게 포함되어 있어?,응.,액티벤처:90447
상품예약 및 결제,더 안바야 비치 리조트에 아동 2명이 입실할 수 있나요?,아니요.,액티벤처:90455
상품예약 및 결제,3박 이상 예약 시 무료 공항 픽업 서비스가 제공되나요?,네.,액티벤처:90449
상품예약 및 결제,호텔 예약 시 결제는 어떻게 할 수 있나요?,원화 계좌 입금,액티벤처:90449
상품예약 및 결제,예약을 위해 이메일로 보내야 할 정보의 주체는 누구야?,예약자 전원,액티벤처:90448
상품예약 및 결제,카드 결제 시 수수료가 없나요?,아니요.,액티벤처:90453
상품예약 및 결제,호텔 예약 시 2+1 프로모션 적용이 가능한가요?,네.,액티벤처:90456
상품예약 및 결제,비수기 시즌에 체크인 15일 이전 취소가 가능한가?,네.,액티벤처:90452
상품예약 및 결제,결제는 어떻게 할 수 있어?,현금 또는 카드로,액티벤처:90451
상품예약 및 결제,모든 신용카드로 결제할 수 있나?,아니요.,액티벤처:90451
상품예약 및 결제,호텔 예약 시 취소는 어떻게 할 수 있나요?,15일 전 무료 취소,액티벤처:90455
상품예약 및 결제,공항 픽업 서비스는 3박 이상 예약 시 무료로 제공되나요?,네.,액티벤처:90454
상품예약 및 결제,호텔 예약은 어떻게 진행할 수 있나요?,이메일로 정보 전송,액티벤처:90456
상품예약 및 결제,아동의 조식은 어떻게 제공되나요?,부모와 무료,액티벤처:90453
상품예약 및 결제,호텔 예약 취소는 어떻게 할 수 있나요?,15일 전 무료 취소,액티벤처:90460
상품예약 및 결제,결제는 어떤 방식으로 할 수 있나요?,카드로 결제,액티벤처:90461
상품예약 및 결제,공항 픽업 서비스는 모든 지역에서 무료인가요?,아니요.,액티벤처:90459
상품예약 및 결제,호텔 결제는 어떻게 할 수 있나요?,"원화, 외화 계좌",액티벤처:90463
상품예약 및 결제,호텔 결제는 어떻게 할 수 있나요?,현금 또는 카드,액티벤처:90468
상품예약 및 결제,하얏트 리젠시 호텔은 몇 박 예약이 가능해?,2박,액티벤처:90462
상품예약 및 결제,모든 카드로 결제할 수 있나요?,아니요.,액티벤처:90463
상품예약 및 결제,웨스틴 누사두아 호텔 예약은 어떻게 진행하나요?,이메일로 정보 전송,액티벤처:90465
요금 및 견적,카드 결제 시 추가되는 수수료는 얼마야?,2.5% 수수료,액티벤처:90466
상품예약 및 결제,가든뷰 객실 예약이 가능한가요?,아니요.,액티벤처:90465
상품예약 및 결제,호텔 예약 결제를 원화로 할 수 있나요?,네.,액티벤처:90462
요금 및 견적,비수기 시즌 예약의 취소 수수료는 있어?,응.,액티벤처:90466
상품예약 및 결제,아동 조식이 호텔 예약 금액에 포함되어 있나요?,네.,액티벤처:90474
상품예약 및 결제,우붓 지역 픽업 서비스는 추가 비용이 발생하나요?,네.,액티벤처:90464
상품예약 및 결제,호텔 결제는 어떻게 할 수 있나요?,원화 또는 외화계좌로,액티벤처:90470
상품예약 및 결제,호텔 예약 시 추가로 요청한 것은 무엇인가?,엑스트라 베드,액티벤처:90467
상품예약 및 결제,공항 픽업 서비스는 누구와 함께 이용할 수 있나요?,다른 손님과 조인,액티벤처:90473
상품예약 및 결제,공항 픽업이 모든 경우 무료인가?,아니요.,액티벤처:90475
상품예약 및 결제,림바 짐바란 호텔 예약은 어떻게 진행하나요?,이메일로 정보 전송,액티벤처:90471
상품예약 및 결제,호텔 예약이 현재 가능한가요?,"네, 가능합니다.",액티벤처:90470
상품예약 및 결제,3박 이상 예약 시 공항 픽업 서비스를 받을 수 있나요?,네.,액티벤처:90482
상품예약 및 결제,체크인 15일 이내 취소 시 호텔 패널티 없이 취소할 수 있나요?,아니요.,액티벤처:90461
상품예약 및 결제,공항 픽업 서비스는 개별 서비스인가요?,아니요.,액티벤처:90472
상품예약 및 결제,픽업 서비스는 어떤 방식으로 진행되나요?,공동 픽업,액티벤처:90478
상품예약 및 결제,공항에서 호텔까지 이동하는 셔틀 서비스는 어떻게 제공되나요?,3박 이상 무료,액티벤처:90474
상품예약 및 결제,체크인 15일 이전 취소 시 호텔 패널티가 있나요?,아니요.,액티벤처:90480
상품예약 및 결제,공항 픽업 서비스는 개별 서비스인가?,아니요.,액티벤처:90477
상품예약 및 결제,3박 이상 예약 시 공항픽업 서비스가 무료로 제공되나?,네.,액티벤처:90476
상품예약 및 결제,호텔 간 이동 서비스가 자동으로 제공되나요?,아니요.,액티벤처:90469
상품예약 및 결제,호텔 결제는 어떻게 할 수 있나요?,카드나 현금,액티벤처:90472
상품예약 및 결제,호텔 예약 시 결제 금액은 어떻게 계산되나요?,실시간 환율 적용,액티벤처:90480
상품예약 및 결제,호텔 예약을 위해 준비해야 할 주요 정보는 뭐니?,"영문 이름, 생년월일",액티벤처:90477
상품예약 및 결제,비수기 시즌에 체크인 15일 전 취소가 가능한가요?,네.,액티벤처:90483
상품예약 및 결제,공항 픽업 서비스를 받으려면 어떤 정보를 알려줘야 해?,인천 출발/발리 도착 항공편명,액티벤처:90479
상품예약 및 결제,공항 픽업 차량의 운전자는 누구인가요?,호텔 기사,액티벤처:90478
상품예약 및 결제,르네상스 주니어스위트 예약 시 공항 픽업 서비스는 어떻게 받을 수 있나요?,항공편 정보 제공,액티벤처:90473
상품예약 및 결제,호텔 예약 시 카드 결제 수수료는 얼마인가?,2.5%,액티벤처:90476
상품예약 및 결제,공항 픽업 서비스는 어떻게 제공되나요?,조인 픽업 방식,액티벤처:90493
요금 및 견적,카드 결제가 가능한 카드사는 뭐야?,"국민, 현대, 삼성, 신한",액티벤처:90490
예약변경 및 취소,공항 픽업 서비스에 함께 탑승할 수 있는 사람들은 누구야?,"같은 항공, 같은 지역 호텔 손님",액티벤처:90486
상품예약 및 결제,아동 2명의 조식이 무료로 제공되나요?,네.,액티벤처:90484
예약변경 및 취소,호텔 예약을 취소하려면 어떻게 해야 해?,체크인 15일 전 취소,액티벤처:90486
상품예약 및 결제,예약 시 제공되는 호텔 런치는 누구에게 제공되나요?,성인 2인,액티벤처:90483
예약변경 및 취소,모든 신용카드로 결제할 수 있나?,아니요.,액티벤처:90486
상품예약 및 결제,픽업 서비스는 다른 항공편 이용자와 함께 할 수 있나?,아니요.,액티벤처:90485
상품예약 및 결제,투베드룸 빌라는 예약 가능한 룸이 몇 채 남았어?,1채,액티벤처:90487
상품예약 및 결제,공항 픽업 서비스는 어떻게 받을 수 있나요?,3박 이상 예약,액티벤처:90484
요금 및 견적,마야우붓의 조식은 4인 이상에게 무료인가요?,아니요.,액티벤처:90488
상품예약 및 결제,호텔 예약 시 결제 수수료는 어떻게 적용되나요?,카드별 2.5% 추가,액티벤처:90482
상품예약 및 결제,카드로 호텔 예약 결제가 가능한가요?,네.,액티벤처:90487
요금 및 견적,발리 쉐라톤 호텔 예약 시 카드 결제가 가능한가요?,네.,액티벤처:90491
요금 및 견적,발리 쉐라톤 호텔 예약은 어떻게 진행하나요?,이메일로 정보 전송,액티벤처:90491
요금 및 견적,3박 이상 예약 시 어떤 서비스를 제공받나요?,무료 공항 픽업,액티벤처:90488
요금 및 견적,호텔 예약 시 결제 방법은 어떻게 되나요?,원화/외화 계좌 입금,액티벤처:90490
상품예약 및 결제,카드로 결제가 가능한가?,네.,액티벤처:90489
상품예약 및 결제,더 물리아 호텔 예약 시 결제는 어떻게 할 수 있어?,현금 입금 또는 카드,액티벤처:90496
상품예약 및 결제,W 리조트 카드 결제 시 수수료가 부과되지 않나?,아니요.,액티벤처:90492
상품예약 및 결제,W 리조트 예약 시 체크인 기준 15일 이전 취소 시 부과되는 여행사 수수료는 얼마인가?,"30,000원",액티벤처:90492
상품예약 및 결제,공항 픽업 서비스는 어떻게 예약할 수 있나요?,3박 이상 무료,액티벤처:90495
상품예약 및 결제,모든 신용카드로 결제가 가능한가?,아니요.,액티벤처:90496
상품예약 및 결제,더 물리아 호텔에서 공항 픽업 서비스를 제공하는 대상은 누구야?,3박 이상 예약 고객,액티벤처:90496
상품예약 및 결제,체크아웃 시 공항픽업 서비스가 가능한가요?,아니요.,액티벤처:90494
상품예약 및 결제,3박 미만 예약 시 공항 픽업 서비스가 무료인가요?,아니요.,액티벤처:90500
요금 및 견적,체크인 7일 전 취소 시 전액 환불이 불가능한가요?,아니요.,액티벤처:90498
상품예약 및 결제,현대카드로 결제하면 무이자 할부 혜택이 있나요?,네.,액티벤처:90505
상품예약 및 결제,공항 픽업 서비스를 받을 수 있는 사람은 누구인가요?,3박 이상 예약자,액티벤처:90505
요금 및 견적,아동 2명의 조식은 어떻게 제공되나요?,베드쉐어 시 무료,액티벤처:90498
상품예약 및 결제,호텔 예약은 어떻게 진행하나요?,이메일로 정보 전달,액티벤처:90500
상품예약 및 결제,카드 결제 시 무이자 할부가 가능한가요?,네.,액티벤처:90495
요금 및 견적,호텔 예약은 어떻게 진행하면 돼?,이메일로 정보 전송,액티벤처:90501
상품예약 및 결제,인디고 스미냑 예약 시 성인에게 제공되는 식사는 무엇인가?,런치 또는 디너 1회,액티벤처:90499
상품예약 및 결제,3박 이상 예약 시 공항 픽업 서비스가 무료로 제공되나?,네.,액티벤처:90499
상품예약 및 결제,아동 조식비용은 어떻게 처리되나요?,무료 제공,액티벤처:90505
상품예약 및 결제,호텔 예약을 어떻게 진행해야 하나요?,이메일로 여권 정보 전송,액티벤처:90503
요금 및 견적,호텔 예약 시 결제는 어떻게 할 수 있나요?,원화/외화 계좌 입금,액티벤처:90508
